from,to,amount,miner,mined_amount
1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,6147,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,1750
17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,124499,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,10580
1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,43273,1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,6793
1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,30358,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,4644
1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,45915,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,2524
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,9930,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,538
16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,17902,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,4782
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,101670,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,31653
19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,17575,1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,1127
1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,53676,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,12968
1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,37191,1KMEppk1eGa76pawUEdSnkmZpDrqCp6FrN,2109
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,49444,1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,1033
1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,1024,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,91
1AhuUQdovKNjjy7p6BR9LVnRh1KjQ7Hmdy,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,32900,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,2145
1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,1CHRKZSfpDf6KeaZjSkNUHq9473HWYyNwc,4067,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,319
1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,16609,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,923
1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,62026,1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,2953
1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,20511,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,6569
1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,43462,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,589
1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,1700,1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,170
12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,7017,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,1297
1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,18733,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,2571
1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,7082,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,286
1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,28784,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,2916
15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,59235,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,3201
14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,6727,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,1661
16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,44901,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,7190
1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,11808,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,2431
1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,201104,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,26334
1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,9790,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,447
17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,13761,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,563
1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,49121,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,7331
1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,5233,14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,181
1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,12726,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,1988
1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,191111,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,59554
1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,1298,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,130
17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,69413,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,10256
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,75132,1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,18466
1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,2123,1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,357
15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,75547,1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,11156
14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,61741,1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,20519
191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,31629,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,7973
19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,135879,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,5707
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,43555,1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,10417
14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,35932,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,10212
1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,97587,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,15400
1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,14970,1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,4559
1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,7806,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,1181
1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,4071,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,155
1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,46609,1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,27
19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,121308,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,11257
13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,1378,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,154
1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,17537,19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,1023
1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,1C2QgtnX8uJjdsB7YBXzLVtSnc8HdiaW1W,63681,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,20348
18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,27271,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,5291
1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,10354,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,991
1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,14034,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,2662
19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,973,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,102
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,7440,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,602
1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,66424,1NmombJqagqGRsexABTzPrBGsUy3ByHmTg,8850
1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,20511,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,1191
1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,8081,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,749
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,53898,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,3438
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,11552,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,1193
1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,36326,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,7722
17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,59471,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,4708
14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,64410,1C2QgtnX8uJjdsB7YBXzLVtSnc8HdiaW1W,15953
19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,85672,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,6291
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,43669,1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,7792
1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,10505,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,249
191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,1663,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,385
1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,1292,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,54
126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,4520,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,1225
191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,4239,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,1397
1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,83912,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,3437
1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,52318,1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,5824
1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,4168,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,863
1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,1KMEppk1eGa76pawUEdSnkmZpDrqCp6FrN,139,1AhuUQdovKNjjy7p6BR9LVnRh1KjQ7Hmdy,26
1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,18278,13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,5927
1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,36186,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,806
1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,2827,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,702
1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,183918,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,50133
191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,2277,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,756
1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,14046,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,4594
1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,12192,1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,510
1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,16968,14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,473
14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,6734,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,465
1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,89939,1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,13544
13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,1KMEppk1eGa76pawUEdSnkmZpDrqCp6FrN,42006,1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,730
1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,100,1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,23
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,31386,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,9003
1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,31692,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,3000
1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,89612,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,11284
1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,6081,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,1128
1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,74571,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,15727
1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,62722,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,17905
1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,7806,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,2511
17hkhmJ657YdP5ce9MA85sx6iun153BmFE,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,75791,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,1670
1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,215067,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,40533
1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,5263,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,1412
1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,23108,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,5970
1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,2650,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,380
1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,46016,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,5930
1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,28622,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,964
1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,793,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,82
1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,8533,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,55
1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,109725,1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,5987
18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,1NmombJqagqGRsexABTzPrBGsUy3ByHmTg,205707,191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,60039
14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,112013,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,4812
1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,16961,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,1438
1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,38933,1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,1325
1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,18700,1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,2861
19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,49208,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,2955
1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,28073,1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,5323
1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,4120,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,1143
1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,7890,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,641
1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,55345,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,6728
1NmombJqagqGRsexABTzPrBGsUy3ByHmTg,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,102278,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,21772
1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,90052,1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,8785
1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,6478,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,1897
1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,90441,1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,11086
164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,39824,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,3486
1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,16329,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,3809
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,26970,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,3583
1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,3744,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,758
1C2QgtnX8uJjdsB7YBXzLVtSnc8HdiaW1W,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,68301,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,11650
1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,124650,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,12429
191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,116730,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,21519
1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,13891,1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,3382
1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,4297,1KMEppk1eGa76pawUEdSnkmZpDrqCp6FrN,612
1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,351,1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,43
191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,83699,1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,27871
1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,14101,1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,1757
1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,61436,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,17445
